Row,session,NVotes,ideal_point,ccode
4971,51,69,-0.4127271,SEN
4972,52,72,-0.3666124,SEN
4973,53,64,-0.3761908,SEN
4974,54,67,-0.3554011,SEN
4975,55,67,-0.4082404,SEN
4976,56,68,-0.4878069,SEN
4977,57,73,-0.5153097,SEN
4978,58,74,-0.8101257,SEN
4979,59,71,-0.8290888,SEN
4980,60,70,-0.7334032,SEN
4981,61,89,-0.7579462,SEN
4982,62,78,-0.8033775,SEN
4983,63,73,-0.7995846,SEN
4984,64,66,-0.752122,SEN
4985,65,67,-0.7540249,SEN
4986,66,66,-0.419891,SEN
4987,67,63,-0.4842744,SEN
4988,68,62,-0.6369986,SEN
4989,69,79,-0.6832628,SEN
4990,70,73,-0.6959057,SEN
4991,71,72,-0.5908031,SEN
4992,72,81,-0.5572939,SEN
4993,73,92,-0.3464844,SEN
4994,74,89,-0.541247,SEN
4995,15,85,0.5110857,BEN
4996,16,59,0.05892013,BEN
4997,17,37,-0.2899651,BEN
4998,18,27,0.08457792,BEN
4999,20,33,-0.22737,BEN
5000,21,48,0.3160845,BEN
5001,22,55,0.4216775,BEN
5002,23,50,0.121536,BEN
5003,24,37,0.3006908,BEN
5004,25,49,0.6686521,BEN
5005,26,111,0.6233379,BEN
5006,27,90,0.01580821,BEN
5007,28,85,-0.1362967,BEN
5008,29,63,-0.5607696,BEN
5009,30,61,-1.292908,BEN
5010,31,73,-0.8002838,BEN
5011,32,90,-0.4598246,BEN
5012,33,119,-0.356388,BEN
5013,34,108,-0.3871265,BEN
5014,35,97,-0.9520291,BEN
5015,36,129,-0.6931022,BEN
5016,37,151,-0.7042161,BEN
5017,38,145,-0.6118636,BEN
5018,39,150,-0.8062623,BEN
5019,40,153,-0.922906,BEN
5020,41,145,-1.063317,BEN
5021,42,134,-0.9574014,BEN
5022,43,130,-0.5343391,BEN
5023,44,109,-0.627821,BEN
5024,45,74,-0.6028351,BEN
5025,46,73,-0.2215123,BEN
5026,47,72,-0.1750078,BEN
5027,48,63,-0.3939834,BEN
5028,49,67,-0.4865765,BEN
5029,50,80,-0.3057551,BEN
5030,51,72,-0.6517278,BEN
5031,52,71,-0.6974277,BEN
5032,53,62,-0.8255971,BEN
5033,54,66,-0.8746097,BEN
5034,55,59,-0.6972756,BEN
5035,56,61,-0.4995407,BEN
5036,57,24,-0.7930788,BEN
5037,58,63,-0.6650701,BEN
5038,59,69,-0.4240589,BEN
5039,60,71,-0.5776236,BEN
5040,61,72,-0.5116935,BEN
5041,62,75,-0.4495506,BEN
5042,63,71,-0.4368647,BEN
5043,64,65,-0.2862631,BEN
5044,65,55,-0.1624868,BEN
5045,66,68,-0.4193507,BEN
5046,67,67,-0.5148047,BEN
5047,68,62,-0.587107,BEN
5048,69,68,-0.5060726,BEN
5049,70,58,-0.5175331,BEN
5050,71,72,-0.589483,BEN
5051,72,64,-0.5806126,BEN
5052,73,87,-0.4734953,BEN
5053,74,87,-0.5276611,BEN
5054,16,52,-0.1271428,MRT
5055,17,43,-0.7892654,MRT
5056,18,27,0.02637325,MRT
5057,20,39,-0.6781214,MRT
5058,21,50,-1.638536,MRT
5059,22,54,-2.012405,MRT
5060,23,51,-1.622067,MRT
5061,24,42,-1.059098,MRT
5062,25,57,-0.888659,MRT
5063,26,114,-0.6562002,MRT
5064,27,99,-0.7173815,MRT
5065,28,80,-0.7305301,MRT
5066,29,72,-0.8458712,MRT
5067,30,64,-0.4317678,MRT
5068,31,86,-0.2291191,MRT
5069,32,85,-0.1012812,MRT
5070,33,115,0.08880591,MRT
5071,34,117,-0.6841134,MRT
5072,35,98,-0.2021851,MRT
5073,36,130,-0.1277336,MRT
5074,37,157,-0.1650124,MRT
5075,38,149,-0.3356136,MRT
5076,39,150,-0.3483016,MRT
5077,40,150,-0.2605255,MRT
5078,41,150,-0.3620435,MRT
5079,42,141,-0.3918042,MRT
5080,43,125,-0.544482,MRT
5081,44,109,-0.6585723,MRT
5082,45,85,-0.7655327,MRT
5083,46,73,-0.881067,MRT
5084,47,71,-0.9035355,MRT
5085,48,64,-0.9008905,MRT
5086,49,67,-0.694656,MRT
5087,50,71,-0.7123389,MRT
5088,51,46,-0.5283537,MRT
5089,52,66,-0.5292592,MRT
5090,53,58,-0.6669407,MRT
5091,55,37,-1.209625,MRT
5092,56,59,-1.247188,MRT
5093,57,73,-1.00294,MRT
5094,58,73,-1.24713,MRT
5095,59,39,-1.065549,MRT
5096,60,74,-0.3223551,MRT
5097,61,87,-0.7824637,MRT
5098,62,75,-0.5629763,MRT
5099,63,73,-0.890924,MRT
5100,64,65,-1.067054,MRT
5101,65,65,-0.9486497,MRT
5102,66,60,-0.7496573,MRT
5103,67,67,-0.7540485,MRT
5104,68,62,-0.6855051,MRT
5105,69,70,-0.7282114,MRT
5106,70,71,-0.7890691,MRT
5107,71,75,-0.8504,MRT
5108,72,86,-0.6636923,MRT
5109,73,87,-0.7386133,MRT
5110,74,87,-0.9255639,MRT
5111,15,92,0.4921134,NER
5112,16,58,0.1173281,NER
5113,17,43,-0.4631841,NER
5114,18,24,0.2410333,NER
5115,20,36,0.06566955,NER
5116,21,48,0.3041565,NER
5117,22,52,0.06922441,NER
5118,23,45,0.2527728,NER
5119,24,44,0.1675825,NER
5120,25,49,0.2432663,NER
5121,26,96,0.288343,NER
5122,27,100,-0.1734025,NER
5123,28,86,-0.4565179,NER
5124,29,72,-0.3370456,NER
5125,30,63,-0.2371129,NER
5126,31,80,-0.2216502,NER
5127,32,89,-0.09444763,NER
5128,33,119,-0.127041,NER
5129,34,118,-0.08590929,NER
5130,35,101,0.01281658,NER
5131,36,129,0.02045805,NER
5132,37,140,-0.1345984,NER
5133,38,148,-0.2378254,NER
5134,39,150,-0.1151275,NER
5135,40,155,-0.1787954,NER
5136,41,153,-0.2450288,NER
5137,42,142,-0.2914367,NER
5138,43,133,-0.3401794,NER
5139,44,99,-0.442063,NER
5140,45,83,-0.7345843,NER
5141,46,71,-0.7163061,NER
5142,47,72,-0.7505279,NER
5143,48,62,-0.7756982,NER
5144,49,67,-0.7153884,NER
5145,50,76,-0.7387953,NER
5146,51,65,-0.6511061,NER
5147,52,70,-0.9947415,NER
5148,53,62,-0.7788357,NER
5149,55,1,-0.7780687,NER
5150,58,73,-0.948882,NER
5151,59,52,-0.9292258,NER
5152,60,65,-0.5129292,NER
5153,61,91,-0.6514509,NER
5154,62,78,-0.7828047,NER
5155,63,67,-0.7444852,NER
5156,64,66,-0.7505783,NER
5157,65,64,-0.6251804,NER
5158,66,44,-0.7378708,NER
5159,67,67,-0.6216205,NER
5160,68,63,-0.6594398,NER
5161,69,80,-0.7241657,NER
5162,70,72,-0.8784853,NER
5163,71,71,-0.6106129,NER
5164,72,34,-0.6275984,NER
5165,73,80,-0.7137935,NER
5166,74,65,-0.6321093,NER
5167,15,95,0.4888389,CIV
5168,16,63,0.0158808,CIV
5169,17,42,-0.1325943,CIV
5170,18,30,0.09246691,CIV
5171,20,40,0.09061921,CIV
5172,21,47,0.3985382,CIV
5173,22,55,0.4873736,CIV
5174,23,45,0.4447269,CIV
5175,24,41,0.7712033,CIV
5176,25,58,0.3787784,CIV
5177,26,116,0.6985882,CIV
5178,27,102,0.4268296,CIV
5179,28,89,0.2080574,CIV
5180,29,72,0.3463835,CIV
5181,30,67,0.4452656,CIV
5182,31,85,0.2302016,CIV
5183,32,87,0.6453749,CIV
5184,33,122,0.5917754,CIV
5185,34,118,0.4321117,CIV
5186,35,97,0.4248872,CIV
5187,36,128,0.3741548,CIV
5188,37,130,0.5089645,CIV
5189,38,143,0.5428508,CIV
5190,39,150,0.5029746,CIV
5191,40,151,0.4816075,CIV
5192,41,151,0.548933,CIV
5193,42,144,0.60128,CIV
5194,43,134,0.3859077,CIV
5195,44,113,0.07589366,CIV
5196,45,84,0.07958867,CIV
5197,46,67,0.3416277,CIV
5198,47,69,-0.02413593,CIV
5199,48,60,-0.328479,CIV
5200,49,68,0.006030381,CIV
5201,50,78,-0.1970975,CIV
5202,51,69,-0.4348346,CIV
5203,52,71,-0.6883012,CIV
5204,53,63,-0.713413,CIV
5205,54,67,-0.7670215,CIV
5206,55,57,-0.544679,CIV
5207,56,59,-0.715948,CIV
5208,57,66,-0.5986319,CIV
5209,58,72,-0.7578597,CIV
5210,59,68,-0.2565804,CIV
5211,60,55,-0.3505371,CIV
5212,61,78,-0.2067751,CIV
5213,62,69,-0.02301008,CIV
5214,63,73,-0.1549883,CIV
5215,64,64,-0.0882752,CIV
5216,65,48,0.0990236,CIV
5217,66,68,-0.09213097,CIV
5218,67,67,-0.4023885,CIV
5219,68,60,-0.2843795,CIV
5220,69,73,-0.06715543,CIV
5221,70,66,-0.1583325,CIV
5222,71,68,-0.1864292,CIV
5223,72,87,-0.4058736,CIV
5224,73,90,-0.04433654,CIV
5225,74,90,-0.1546137,CIV
5226,13,6,-1.141362,GIN
5227,14,53,-1.09427,GIN
5228,15,103,-1.839318,GIN
5229,16,74,-1.426542,GIN
5230,17,42,-1.406326,GIN
5231,18,31,-0.7027052,GIN
5232,20,40,-0.8974113,GIN
5233,21,50,-1.496898,GIN
5234,22,56,-1.537935,GIN
5235,23,49,-1.590068,GIN
5236,24,31,-1.464747,GIN
5237,25,55,-1.139933,GIN
5238,26,115,-1.151494,GIN
5239,27,75,-0.9668433,GIN
5240,28,87,-0.7458194,GIN
5241,29,67,-1.021495,GIN
5242,30,68,-0.6588645,GIN
5243,31,74,-0.8600606,GIN
5244,32,72,-0.401319,GIN
5245,33,110,-0.3928566,GIN
5246,34,117,-0.3789939,GIN
5247,35,100,-0.5996416,GIN
5248,36,134,-0.3698555,GIN
5249,37,143,-0.4522301,GIN
5250,38,145,-0.3816974,GIN
5251,39,148,-0.4059785,GIN
5252,40,146,-0.3872812,GIN
5253,41,144,-0.2935385,GIN
5254,42,135,-0.3056798,GIN
5255,43,132,-0.3783183,GIN
5256,44,114,-0.5143494,GIN
5257,45,86,-0.5773792,GIN
5258,46,73,-0.6672602,GIN
5259,47,56,-0.6749539,GIN
5260,48,56,-0.8582024,GIN
5261,49,65,-0.644061,GIN
5262,50,77,-0.473979,GIN
5263,51,66,-0.7739565,GIN
5264,52,68,-0.7779169,GIN
5265,53,61,-0.873993,GIN
5266,54,62,-0.7665408,GIN
5267,55,64,-0.5205213,GIN
5268,56,55,-0.4482166,GIN
5269,57,72,-0.7902518,GIN
5270,58,71,-0.7177804,GIN
5271,59,47,-0.7281526,GIN
5272,60,74,-0.6989459,GIN
5273,61,90,-1.007824,GIN
5274,62,77,-0.8961099,GIN
5275,63,68,-0.9792433,GIN
5276,64,61,-0.8194294,GIN
5277,65,65,-1.028562,GIN
5278,66,62,-0.656839,GIN
5279,67,65,-0.6406316,GIN
5280,68,60,-0.6021694,GIN
5281,69,80,-0.5229565,GIN
5282,70,70,-0.8033574,GIN
5283,71,64,-0.7497705,GIN
5284,72,85,-0.8032258,GIN
5285,73,93,-0.682219,GIN
5286,74,53,-0.7884479,GIN
5287,15,79,0.2183298,BFA
5288,16,65,-0.1858499,BFA
5289,17,42,-0.3282127,BFA
5290,18,21,0.09492824,BFA
5291,20,38,-0.0445532,BFA
5292,21,48,0.3145737,BFA
5293,22,56,0.1576704,BFA
5294,23,47,-0.08083743,BFA
5295,24,43,0.03383753,BFA
5296,25,65,-0.08358264,BFA
5297,26,98,0.4018334,BFA
5298,27,98,-0.0795775,BFA
5299,28,74,-0.2161615,BFA
5300,29,68,-0.441431,BFA
5301,30,66,-0.2075205,BFA
5302,31,86,-0.1754525,BFA
5303,32,84,-0.3257565,BFA
5304,33,91,0.1469072,BFA
5305,34,109,0.1886641,BFA
5306,35,86,0.1773702,BFA
5307,36,131,0.1612504,BFA
5308,37,153,-0.09084463,BFA
5309,38,146,-0.5254461,BFA
5310,39,150,-0.6845267,BFA
5311,40,150,-0.5142068,BFA
5312,41,153,-0.778266,BFA
5313,42,142,-0.7275802,BFA
5314,43,136,-0.5415833,BFA
5315,44,116,-0.5494547,BFA
5316,45,85,-0.8256088,BFA
5317,46,64,-0.7692276,BFA
5318,47,72,-0.6194412,BFA
5319,48,62,-0.8054119,BFA
5320,49,66,-0.8310764,BFA
5321,50,78,-0.7761361,BFA
5322,51,73,-0.3852542,BFA
5323,52,67,-0.7443763,BFA
5324,53,54,-0.7457864,BFA
5325,54,65,-0.9875242,BFA
5326,55,65,-0.7722388,BFA
5327,56,66,-0.8569531,BFA
5328,57,75,-0.8434085,BFA
5329,58,72,-0.7918179,BFA
5330,59,70,-0.5542341,BFA
5331,60,73,-0.4672435,BFA
5332,61,88,-0.6158342,BFA
5333,62,73,-0.6324989,BFA
5334,63,71,-0.4491333,BFA
5335,64,58,-0.3774479,BFA
5336,65,64,-0.6505832,BFA
5337,66,64,-0.4940769,BFA
5338,67,67,-0.3717298,BFA
5339,68,59,-0.6146154,BFA
5340,69,75,-0.5528141,BFA
5341,70,68,-0.5703765,BFA
5342,71,72,-0.5733454,BFA
5343,72,82,-0.5721485,BFA
5344,73,82,-0.559356,BFA
5345,74,80,-0.4926328,BFA
5346,1,35,-0.3271786,LBR
5347,2,37,0.4065749,LBR
5348,3,93,0.7045977,LBR
5349,4,59,0.490395,LBR
5350,5,49,0.2654072,LBR
5351,6,24,0.1366609,LBR
5352,7,48,-0.1211917,LBR
5353,8,25,-0.2206546,LBR
5354,9,30,-0.1589217,LBR
5355,10,27,-0.1290894,LBR
5356,11,60,0.3665022,LBR
5357,12,34,0.4611507,LBR
5358,13,33,0.1932611,LBR
5359,14,50,0.1835443,LBR
5360,15,103,-0.08666957,LBR
5361,16,73,0.04282476,LBR
5362,17,46,-0.02437951,LBR
5363,18,30,0.4708061,LBR
5364,20,38,-0.04028825,LBR
5365,21,49,0.1281479,LBR
5366,22,51,0.7909911,LBR
5367,23,50,0.6488275,LBR
5368,24,42,0.5456875,LBR
5369,25,64,0.6778378,LBR
5370,26,110,0.7635881,LBR
5371,27,98,0.6236986,LBR
5372,28,83,-0.02919258,LBR
5373,29,67,-0.760411,LBR
5374,30,58,0.9604331,LBR
5375,31,78,0.3696772,LBR
5376,32,90,0.41553,LBR
5377,33,95,0.3579788,LBR
5378,34,118,0.2569778,LBR
5379,35,93,0.2878316,LBR
5380,36,133,0.2927489,LBR
5381,37,149,0.04560205,LBR
5382,38,129,0.2423232,LBR
5383,39,151,0.2924597,LBR
5384,40,150,0.1946819,LBR
5385,41,152,0.4016241,LBR
5386,42,141,0.3509261,LBR
5387,43,134,0.2611468,LBR
5388,44,114,-0.007196675,LBR
5389,46,70,-0.2502776,LBR
5390,47,61,-0.4392522,LBR
5391,50,1,-0.4306372,LBR
5392,51,55,-0.6093687,LBR
5393,52,71,-0.443938,LBR
5394,59,59,-0.4038147,LBR
5395,60,52,-0.4388773,LBR
5396,61,67,-0.3962126,LBR
5397,62,56,-0.2233548,LBR
5398,63,69,-0.1446151,LBR
5399,64,63,-0.1506811,LBR
5400,65,65,-0.3240047,LBR
5401,66,62,-0.3080888,LBR
5402,67,67,-0.1658142,LBR
5403,68,58,-0.3060409,LBR
5404,69,76,-0.09884492,LBR
5405,70,71,-0.06344484,LBR
5406,71,66,-0.2757001,LBR
5407,72,64,-0.242677,LBR
5408,73,74,0.1819965,LBR
5409,74,46,0.3762154,LBR
5410,16,70,-0.3535359,SLE
5411,17,36,-0.3055762,SLE
5412,18,27,0.09436276,SLE
5413,20,40,-0.1822646,SLE
5414,21,50,-0.475514,SLE
5415,22,55,0.5581297,SLE
5416,23,48,0.03387432,SLE
5417,24,40,0.1220441,SLE
5418,25,64,-0.1176563,SLE
5419,26,95,0.02941313,SLE
5420,27,90,-0.5757664,SLE
5421,28,80,-0.1580346,SLE
5422,29,66,-0.5319468,SLE
5423,30,61,0.06948731,SLE
5424,31,84,-0.2370928,SLE
5425,32,88,-0.1455149,SLE
5426,33,111,0.05461961,SLE
5427,34,117,-0.1570031,SLE
5428,35,100,-0.1554156,SLE
5429,36,134,-0.2260181,SLE
5430,37,154,-0.2813436,SLE
5431,38,144,-0.3491009,SLE
5432,39,146,-0.3758244,SLE
5433,40,151,0.03474133,SLE
5434,41,151,-0.1660611,SLE
5435,42,141,-0.1386184,SLE
5436,43,135,-0.3061146,SLE
5437,44,115,-0.2421683,SLE
5438,45,86,-0.6601411,SLE
5439,46,60,-0.6034271,SLE
5440,47,61,-0.6063918,SLE
5441,48,63,-0.8552262,SLE
5442,49,58,-0.6814108,SLE
5443,50,59,-0.5040092,SLE
5444,51,71,-0.3961562,SLE
5445,52,68,-0.4912155,SLE
5446,53,59,-0.5253139,SLE
5447,54,60,-0.3057132,SLE
5448,55,58,-0.5476499,SLE
5449,56,63,-0.5047018,SLE
5450,57,59,-0.861088,SLE
5451,58,45,-0.4620606,SLE
5452,59,70,-0.5265988,SLE
5453,60,30,-0.6612525,SLE
5454,61,85,-0.5254363,SLE
5455,62,60,-0.5128771,SLE
5456,63,19,-0.4704716,SLE
5457,64,48,-0.4724261,SLE
5458,65,53,-0.5055534,SLE
5459,66,58,-0.5207534,SLE
5460,67,55,-0.5804087,SLE
5461,68,60,-0.5104553,SLE
5462,69,37,-0.4351344,SLE
5463,70,44,-0.605435,SLE
5464,71,69,-0.4223212,SLE
5465,72,84,-0.5839478,SLE
5466,73,82,-0.5940925,SLE
5467,74,87,-0.6068161,SLE
5468,11,1,-0.7903997,GHA
5469,12,32,-0.8355877,GHA
5470,13,33,-0.8736507,GHA
5471,14,54,-0.6628199,GHA
5472,15,103,-1.056914,GHA
5473,16,74,-0.9662823,GHA
5474,17,46,-0.6076746,GHA
5475,18,29,-0.4773309,GHA
5476,20,40,-0.9871821,GHA
5477,21,49,0.1532079,GHA
5478,22,57,0.309474,GHA
5479,23,50,-0.09458672,GHA
5480,24,41,-0.1094419,GHA
5481,25,65,-0.05322393,GHA
5482,26,118,0.5141507,GHA
5483,27,100,0.1834557,GHA
5484,28,87,0.06401551,GHA
5485,29,69,-0.0725888,GHA
5486,30,67,-0.3479708,GHA
5487,31,80,-0.4679642,GHA
5488,32,89,-0.2132353,GHA
5489,33,123,0.01434296,GHA
5490,34,121,-0.1409197,GHA
5491,35,94,-0.06020224,GHA
5492,36,132,0.03170975,GHA
5493,37,158,-0.3443398,GHA
5494,38,145,-0.4046271,GHA
5495,39,151,-0.3457054,GHA
5496,40,141,-0.4987749,GHA
5497,41,153,-0.2528218,GHA
5498,42,139,-0.2915099,GHA
5499,43,135,-0.5406997,GHA
5500,44,114,-0.657893,GHA
5501,45,86,-0.8636872,GHA
5502,46,66,-1.002502,GHA
5503,47,56,-0.8871697,GHA
5504,48,60,-0.4845612,GHA
5505,49,61,-0.8260687,GHA
5506,50,81,-0.8821442,GHA
5507,51,74,-1.162174,GHA
5508,52,69,-1.012171,GHA
5509,53,64,-0.8495202,GHA
5510,54,66,-0.7177608,GHA
5511,55,67,-0.7242826,GHA
5512,56,69,-0.6716782,GHA
5513,57,74,-0.6808537,GHA
5514,58,75,-0.5885289,GHA
5515,59,69,-0.5641384,GHA
5516,60,74,-0.508101,GHA
5517,61,90,-0.4148495,GHA
5518,62,79,-0.3504938,GHA
5519,63,75,-0.403166,GHA
5520,64,67,-0.4182934,GHA
5521,65,65,-0.5301982,GHA
5522,66,61,-0.5470448,GHA
5523,67,43,-0.5540443,GHA
5524,68,46,-0.674232,GHA
5525,69,72,-0.4070019,GHA
5526,70,66,-0.3274841,GHA
5527,71,69,-0.4391684,GHA
5528,72,67,-0.4063028,GHA
5529,73,86,-0.163683,GHA
5530,74,88,-0.1083564,GHA
5531,15,98,-0.354013,TGO
5532,16,69,-0.1611933,TGO
5533,17,41,-0.315109,TGO
5534,18,27,-0.06029907,TGO
5535,20,38,0.2166018,TGO
5536,21,50,0.1613857,TGO
5537,22,54,0.4222559,TGO
5538,23,50,0.07668866,TGO
5539,24,43,0.2766253,TGO
5540,25,64,0.3836842,TGO
5541,26,114,0.1327481,TGO
5542,27,101,0.1211907,TGO
5543,28,88,-0.2249854,TGO
5544,29,66,-0.5541775,TGO
5545,30,63,-0.1674981,TGO
5546,31,85,-0.4340819,TGO
5547,32,91,-0.3068766,TGO
5548,33,120,0.1562151,TGO
5549,34,121,0.08056499,TGO
5550,35,98,0.0806737,TGO
5551,36,134,-0.09564334,TGO
5552,37,157,-0.2038745,TGO
5553,38,148,-0.2347402,TGO
5554,39,151,-0.3872946,TGO
5555,40,153,-0.2794062,TGO
5556,41,154,-0.153287,TGO
5557,42,144,-0.0358666,TGO
5558,43,133,-0.2971501,TGO
5559,44,113,-0.04848476,TGO
5560,45,85,-0.2160834,TGO
5561,46,75,-0.3176536,TGO
5562,47,72,-0.05308613,TGO
5563,48,65,-0.4952178,TGO
5564,49,68,-0.5231924,TGO
5565,50,79,-0.8214251,TGO
5566,51,71,-0.7017566,TGO
5567,52,70,-0.8092276,TGO
5568,53,63,-0.6172332,TGO
5569,54,66,-0.4307094,TGO
5570,55,66,-0.843548,TGO
5571,56,67,-0.8258504,TGO
5572,57,73,-0.9372475,TGO
5573,58,75,-0.8554138,TGO
5574,59,69,-0.7593601,TGO
5575,60,75,-0.6984679,TGO
5576,61,85,-0.7923707,TGO
5577,62,78,-0.7902294,TGO
5578,63,76,-0.6160681,TGO
5579,64,65,-0.5280898,TGO
5580,65,65,-0.4553997,TGO
5581,66,64,-0.4571301,TGO
5582,67,69,0.01161797,TGO
5583,68,64,-0.06751014,TGO
5584,69,78,-0.174569,TGO
5585,70,69,-0.1576771,TGO
5586,71,76,0.04327087,TGO
5587,72,90,0.03100754,TGO
5588,73,92,0.004152515,TGO
5589,74,90,0.001206867,TGO
5590,15,77,0.4887387,CMR
5591,16,71,0.09166536,CMR
5592,17,40,-0.00156351,CMR
5593,18,30,0.1603588,CMR
5594,20,37,-0.364399,CMR
5595,21,50,-0.4119195,CMR
5596,22,53,-0.2720043,CMR
5597,23,48,-0.5094601,CMR
5598,24,43,0.04179863,CMR
5599,25,64,0.07139161,CMR
5600,26,114,-0.3282097,CMR
5601,27,95,-0.4274179,CMR
5602,28,89,-0.2963196,CMR
5603,29,73,-0.3360024,CMR
5604,30,68,-0.391722,CMR
5605,31,86,-0.4227895,CMR
5606,32,90,-0.3127929,CMR
5607,33,123,-0.001450934,CMR
5608,34,122,0.284664,CMR
5609,35,103,0.02276534,CMR
5610,36,133,-0.1632945,CMR
5611,37,155,-0.1470037,CMR
5612,38,149,-0.307124,CMR
5613,39,137,-0.1457618,CMR
5614,40,152,0.08836197,CMR
5615,41,151,0.4186784,CMR
5616,42,141,0.2475121,CMR
5617,43,124,0.0834077,CMR
5618,44,114,-0.1277872,CMR
5619,45,84,-0.1642257,CMR
5620,46,72,-0.2566194,CMR
5621,47,73,-0.3349075,CMR
5622,48,61,-0.5648216,CMR
5623,49,67,-0.3809323,CMR
5624,50,81,-0.3869639,CMR
5625,51,69,-0.518647,CMR
5626,52,69,-0.5319927,CMR
5627,53,60,-0.3733706,CMR
5628,54,63,-0.5462378,CMR
5629,55,56,-0.7599116,CMR
5630,56,51,-0.608849,CMR
5631,57,61,-0.4274769,CMR
5632,58,65,-0.09794349,CMR
5633,59,70,0.07490792,CMR
5634,60,69,-0.02710859,CMR
5635,61,78,0.005457334,CMR
5636,62,69,0.0575792,CMR
5637,63,74,0.1343835,CMR
5638,64,65,0.1558243,CMR
5639,65,65,0.2146441,CMR
5640,66,61,0.1066716,CMR
5641,67,68,0.2422179,CMR
5642,68,59,0.1623601,CMR
5643,69,79,0.04495866,CMR
5644,70,70,-0.023406,CMR
5645,71,73,-0.002800929,CMR
5646,72,72,0.09550095,CMR
5647,73,90,-0.02126364,CMR
5648,74,88,0.04958793,CMR
5649,15,91,-0.5200533,NGA
5650,16,74,-0.2968342,NGA
5651,17,46,-0.3625211,NGA
5652,18,31,-0.3254693,NGA
5653,20,39,-0.5119282,NGA
5654,21,50,-0.6761534,NGA
5655,22,55,-0.2424291,NGA
5656,23,45,-0.07175206,NGA
5657,24,42,0.02397254,NGA
5658,25,66,-0.9373523,NGA
5659,26,118,-0.3122001,NGA
5660,27,101,-0.5975162,NGA
5661,28,87,-0.296896,NGA
5662,29,71,-0.04457434,NGA
5663,30,58,-0.4904029,NGA
5664,31,83,-0.8208013,NGA
5665,32,90,-0.2305922,NGA
5666,33,122,-0.1171458,NGA
5667,34,117,-0.06679893,NGA
5668,35,99,-0.1698502,NGA
5669,36,134,-0.1350449,NGA
5670,37,153,-0.1688905,NGA
5671,38,148,-0.2810714,NGA
5672,39,150,-0.4061979,NGA
5673,40,154,-0.3910053,NGA
5674,41,139,-0.3936447,NGA
5675,42,141,-0.5136872,NGA
5676,43,136,-0.2769271,NGA
5677,44,113,-0.60641,NGA
5678,45,86,-0.7613453,NGA
5679,46,72,-0.7362738,NGA
5680,47,70,-0.7607231,NGA
5681,48,63,-0.3894132,NGA
5682,49,68,-0.5605957,NGA
5683,50,76,-1.330662,NGA
5684,51,72,-1.522127,NGA
5685,52,70,-1.56376,NGA
5686,53,63,-1.209613,NGA
5687,54,67,-0.4928824,NGA
5688,55,66,-0.6848416,NGA
5689,56,67,-0.6428604,NGA
5690,57,74,-0.7375033,NGA
5691,58,76,-0.5939635,NGA
5692,59,70,-0.8583854,NGA
5693,60,75,-0.4855378,NGA
5694,61,87,-0.3076524,NGA
5695,62,79,-0.397084,NGA
5696,63,67,-0.4664726,NGA
5697,64,66,-0.6619427,NGA
5698,65,62,-0.5025394,NGA
5699,66,51,-0.501049,NGA
5700,67,69,-0.5826996,NGA
5701,68,63,-0.6347536,NGA
5702,69,78,-0.7282204,NGA
5703,70,72,-0.9074588,NGA
5704,71,75,-0.8008237,NGA
5705,72,87,-0.5134405,NGA
5706,73,85,-0.4214814,NGA
5707,74,89,-0.392705,NGA
5708,15,92,0.4984624,GAB
5709,16,49,0.0546746,GAB
5710,17,28,0.1188769,GAB
5711,18,20,0.3334426,GAB
5712,20,38,0.07694784,GAB
5713,21,39,-0.04993264,GAB
5714,22,51,0.01426957,GAB
5715,23,41,0.5025437,GAB
5716,24,30,0.9783039,GAB
5717,25,52,0.7063234,GAB
5718,26,84,0.4373216,GAB
5719,27,93,0.2321288,GAB
5720,28,84,-0.2487233,GAB
5721,29,35,-0.3712242,GAB
5722,30,51,0.6098536,GAB
5723,31,82,0.3120765,GAB
5724,32,90,-0.2131437,GAB
5725,33,118,0.4584574,GAB
5726,34,120,0.2964196,GAB
5727,35,93,0.2693742,GAB
5728,36,130,0.1554013,GAB
5729,37,155,-0.09355124,GAB
5730,38,144,-0.1764083,GAB
5731,39,150,-0.1348234,GAB
5732,40,152,-0.08701028,GAB
5733,41,151,0.0382452,GAB
5734,42,138,-0.2906452,GAB
5735,43,133,-0.3043606,GAB
5736,44,100,-0.5507357,GAB
5737,45,86,-0.4075914,GAB
5738,46,74,-0.5919696,GAB
5739,47,71,-0.6107402,GAB
5740,48,50,-0.1677002,GAB
5741,49,66,-0.2084179,GAB
5742,50,76,-0.2479227,GAB
5743,51,60,-0.5988672,GAB
5744,52,60,-0.7656117,GAB
5745,53,55,-0.1593821,GAB
5746,54,42,-0.7027861,GAB
5747,55,60,-0.7306796,GAB
5748,56,58,-0.5459567,GAB
5749,57,48,-0.6496347,GAB
5750,58,68,-0.8136168,GAB
5751,59,66,-0.7041403,GAB
5752,60,61,-0.7942825,GAB
5753,61,76,-0.8123481,GAB
5754,62,69,-0.728457,GAB
5755,63,45,-0.6953334,GAB
5756,64,33,-0.720195,GAB
5757,65,63,-0.550285,GAB
5758,66,39,-0.4795492,GAB
5759,67,55,-0.2969646,GAB
5760,68,46,-0.5651613,GAB
5761,69,27,-0.3175646,GAB
5762,70,70,-0.4718084,GAB
5763,71,26,-0.3846501,GAB
5764,72,72,-0.4004026,GAB
5765,73,70,-0.3107483,GAB
