Row,session,NVotes,ideal_point,ccode
1,1,42,1.675486,USA
2,2,38,1.923798,USA
3,3,103,1.904049,USA
4,4,63,1.779051,USA
5,5,53,1.61656,USA
6,6,25,1.720651,USA
7,7,49,1.899213,USA
8,8,25,1.496423,USA
9,9,30,1.221738,USA
10,10,27,1.859342,USA
11,11,60,1.044011,USA
12,12,34,1.058067,USA
13,13,33,1.107943,USA
14,14,54,1.538331,USA
15,15,103,1.39348,USA
16,16,73,1.661928,USA
17,17,46,1.998292,USA
18,18,31,1.772929,USA
19,20,40,2.052214,USA
20,21,50,2.150988,USA
21,22,57,2.426986,USA
22,23,51,2.295532,USA
23,24,43,2.119463,USA
24,25,67,2.171009,USA
25,26,119,1.767618,USA
26,27,100,2.135975,USA
27,28,91,2.195541,USA
28,29,73,2.077391,USA
29,30,69,2.360075,USA
30,31,85,2.750583,USA
31,32,90,2.313392,USA
32,33,124,2.295686,USA
33,34,121,2.354093,USA
34,35,103,2.450686,USA
35,36,133,2.767644,USA
36,37,158,2.654563,USA
37,38,149,2.653316,USA
38,39,151,2.84451,USA
39,40,152,2.85444,USA
40,41,151,2.985282,USA
41,42,140,3.070334,USA
42,43,133,3.068073,USA
43,44,114,3.15064,USA
44,45,84,3.06766,USA
45,46,72,2.977167,USA
46,47,73,3.000798,USA
47,48,64,2.955602,USA
48,49,68,3.009216,USA
49,50,81,3.130082,USA
50,51,74,3.14783,USA
51,52,72,2.983911,USA
52,53,64,2.814332,USA
53,54,68,2.681448,USA
54,55,67,2.664088,USA
55,56,69,2.655105,USA
56,57,75,2.733395,USA
57,58,76,2.902368,USA
58,59,72,2.819677,USA
59,60,74,2.889729,USA
60,61,92,2.81137,USA
61,62,79,2.743266,USA
62,63,76,2.737774,USA
63,64,68,2.54631,USA
64,65,67,2.519054,USA
65,66,68,2.496376,USA
66,67,69,2.58958,USA
67,68,64,2.676666,USA
68,69,79,2.668466,USA
69,70,73,2.592322,USA
70,71,78,2.53694,USA
71,72,90,2.680102,USA
72,73,95,2.786768,USA
73,74,91,2.694793,USA
74,1,41,1.813532,CAN
75,2,38,2.204363,CAN
76,3,103,1.81212,CAN
77,4,63,1.511111,CAN
78,5,53,1.81204,CAN
79,6,25,2.012349,CAN
80,7,49,2.016864,CAN
81,8,25,1.478856,CAN
82,9,30,1.609524,CAN
83,10,27,1.577494,CAN
84,11,60,1.39595,CAN
85,12,34,1.509986,CAN
86,13,33,1.411564,CAN
87,14,54,0.8799102,CAN
88,15,103,0.9899614,CAN
89,16,74,1.466101,CAN
90,17,46,1.557843,CAN
91,18,31,1.594403,CAN
92,20,40,1.737737,CAN
93,21,50,1.823971,CAN
94,22,57,1.789801,CAN
95,23,51,1.56089,CAN
96,24,44,1.676366,CAN
97,25,67,1.57288,CAN
98,26,119,1.341656,CAN
99,27,102,1.61661,CAN
100,28,91,1.394657,CAN
101,29,73,1.464829,CAN
102,30,69,1.531376,CAN
103,31,87,1.670342,CAN
104,32,90,1.81649,CAN
105,33,127,1.833025,CAN
106,34,122,1.854243,CAN
107,35,102,1.919212,CAN
108,36,134,1.832857,CAN
109,37,158,1.718262,CAN
110,38,149,1.733941,CAN
111,39,151,1.814331,CAN
112,40,155,1.78433,CAN
113,41,154,1.688463,CAN
114,42,144,1.683279,CAN
115,43,133,1.560789,CAN
116,44,114,1.542593,CAN
117,45,84,1.486563,CAN
118,46,73,1.475129,CAN
119,47,73,1.444081,CAN
120,48,64,1.317475,CAN
121,49,68,1.384412,CAN
122,50,81,1.25515,CAN
123,51,74,1.329422,CAN
124,52,72,1.180249,CAN
125,53,64,1.24562,CAN
126,54,68,1.209008,CAN
127,55,67,1.142757,CAN
128,56,69,1.231791,CAN
129,57,75,1.174815,CAN
130,58,76,1.164748,CAN
131,59,70,1.3431,CAN
132,60,75,1.305276,CAN
133,61,92,1.441997,CAN
134,62,79,1.602941,CAN
135,63,75,1.635369,CAN
136,64,68,1.609274,CAN
137,65,68,1.545271,CAN
138,66,68,1.884444,CAN
139,67,68,1.955828,CAN
140,68,64,1.936181,CAN
141,69,80,1.910389,CAN
142,70,72,1.799162,CAN
143,71,78,1.580445,CAN
144,72,90,1.500174,CAN
145,73,95,1.431728,CAN
146,74,91,1.416297,CAN
147,28,37,0.6459045,BHS
148,29,51,0.6561252,BHS
149,30,36,1.073977,BHS
150,31,82,0.7361336,BHS
151,32,85,0.5743142,BHS
152,33,127,0.5842216,BHS
153,34,118,0.198419,BHS
154,35,97,0.2496124,BHS
155,36,131,0.189863,BHS
156,37,144,0.1982495,BHS
157,38,146,0.3470854,BHS
158,39,144,0.2930548,BHS
159,40,150,0.3347772,BHS
160,41,149,0.3625025,BHS
161,42,143,0.1765512,BHS
162,43,128,0.2121522,BHS
163,44,114,0.06813167,BHS
164,45,86,0.03842761,BHS
165,46,75,-0.2482562,BHS
166,47,56,-0.2832835,BHS
167,48,65,-0.1487027,BHS
168,49,67,0.050565,BHS
169,50,77,0.2576074,BHS
170,51,70,0.01433122,BHS
171,52,68,-0.1061515,BHS
172,53,60,-0.1860995,BHS
173,54,63,-0.2042185,BHS
174,55,66,-0.3217911,BHS
175,56,59,-0.2034418,BHS
176,57,73,-0.3216035,BHS
177,58,69,-0.2975226,BHS
178,59,69,-0.4600855,BHS
179,60,70,-0.5334513,BHS
180,61,91,-0.1751756,BHS
181,62,79,-0.1686313,BHS
182,63,70,-0.2513563,BHS
183,64,65,-0.4109356,BHS
184,65,66,-0.3343833,BHS
185,66,66,-0.3061167,BHS
186,67,67,-0.3362766,BHS
187,68,62,-0.2996793,BHS
188,69,76,-0.3258674,BHS
189,70,65,-0.4497947,BHS
190,71,77,-0.4671765,BHS
191,72,85,-0.5099566,BHS
192,73,93,-0.2997456,BHS
193,74,88,-0.3206178,BHS
194,1,40,1.398826,CUB
195,2,38,1.003785,CUB
196,3,91,0.7289649,CUB
197,4,63,0.622852,CUB
198,5,53,0.3969969,CUB
199,6,25,0.5187378,CUB
200,7,49,0.8168877,CUB
201,8,25,0.9173901,CUB
202,9,30,0.7400832,CUB
203,10,27,1.694262,CUB
204,11,60,1.111237,CUB
205,12,32,1.065236,CUB
206,13,33,1.108039,CUB
207,14,54,-0.2075793,CUB
208,15,103,-1.951148,CUB
209,16,74,-2.109082,CUB
210,17,34,-2.144775,CUB
211,18,29,-2.621464,CUB
212,20,40,-2.28869,CUB
213,21,44,-2.054756,CUB
214,22,57,-1.385379,CUB
215,23,34,-1.40907,CUB
216,24,42,-0.04943393,CUB
217,25,62,-1.975598,CUB
218,26,118,-1.549552,CUB
219,27,91,-1.683748,CUB
220,28,87,-2.04501,CUB
221,29,72,-2.233509,CUB
222,30,68,-1.76546,CUB
223,31,80,-1.662089,CUB
224,32,89,-1.703208,CUB
225,33,126,-1.456268,CUB
226,34,121,-1.202002,CUB
227,35,96,-1.424895,CUB
228,36,133,-1.549758,CUB
229,37,155,-1.389769,CUB
230,38,148,-1.390432,CUB
231,39,151,-1.542635,CUB
232,40,152,-1.618621,CUB
233,41,152,-1.479283,CUB
234,42,142,-1.521331,CUB
235,43,135,-1.334171,CUB
236,44,115,-1.222991,CUB
237,45,85,-1.598071,CUB
238,46,74,-1.86874,CUB
239,47,72,-1.723584,CUB
240,48,63,-1.771137,CUB
241,49,63,-1.582268,CUB
242,50,79,-1.895469,CUB
243,51,69,-2.026976,CUB
244,52,70,-2.032136,CUB
245,53,57,-1.582106,CUB
246,54,66,-1.46817,CUB
247,55,65,-1.217485,CUB
248,56,66,-1.238722,CUB
249,57,73,-1.010701,CUB
250,58,74,-1.430459,CUB
251,59,71,-1.275418,CUB
252,60,73,-1.384787,CUB
253,61,91,-1.194197,CUB
254,62,74,-1.317043,CUB
255,63,75,-1.347085,CUB
256,64,67,-1.610682,CUB
257,65,67,-1.451286,CUB
258,66,67,-1.803017,CUB
259,67,69,-1.675188,CUB
260,68,63,-1.741719,CUB
261,69,79,-1.691885,CUB
262,70,73,-1.814018,CUB
263,71,77,-1.883969,CUB
264,72,89,-1.899287,CUB
265,73,94,-1.798101,CUB
266,74,89,-1.681578,CUB
267,1,22,0.8566399,HTI
268,2,35,0.3935599,HTI
269,3,91,0.5686282,HTI
270,4,46,0.4226949,HTI
271,5,50,0.7128754,HTI
272,6,25,0.482785,HTI
273,7,48,0.2529988,HTI
274,8,25,0.7332419,HTI
275,9,27,0.403444,HTI
276,10,20,0.4120503,HTI
277,11,59,0.41576,HTI
278,12,31,0.09545298,HTI
279,13,33,0.7818112,HTI
280,14,51,0.8667561,HTI
281,15,80,0.6897862,HTI
282,16,67,0.5009566,HTI
283,17,41,0.303789,HTI
284,18,20,0.4134226,HTI
285,20,29,0.6896353,HTI
286,21,45,0.9650863,HTI
287,22,35,0.2724971,HTI
288,23,42,0.3862781,HTI
289,24,25,0.1168997,HTI
290,25,52,0.7577737,HTI
291,26,77,0.9008425,HTI
292,27,76,0.6516104,HTI
293,28,70,0.4072384,HTI
294,29,60,0.696379,HTI
295,30,55,1.260351,HTI
296,31,27,1.251655,HTI
297,32,88,0.329825,HTI
298,33,124,0.3633671,HTI
299,34,119,0.1533241,HTI
300,35,66,0.2437504,HTI
301,36,102,0.3170042,HTI
302,37,101,0.1574183,HTI
303,38,114,0.3544674,HTI
304,39,142,0.301372,HTI
305,40,127,0.3032785,HTI
306,41,145,0.1183291,HTI
307,42,124,0.1041208,HTI
308,43,126,-0.05115792,HTI
309,44,107,-0.3015409,HTI
310,45,67,-0.2248856,HTI
311,46,62,-0.5903402,HTI
312,47,67,-0.4460376,HTI
313,48,61,-0.2906163,HTI
314,49,65,-0.2012425,HTI
315,50,79,-0.2051949,HTI
316,51,69,-0.1881708,HTI
317,52,56,-0.2669824,HTI
318,53,59,-0.4190638,HTI
319,54,64,-0.3809298,HTI
320,55,60,-0.3979214,HTI
321,56,64,-0.4531199,HTI
322,57,71,-0.8069328,HTI
323,58,70,-0.7865502,HTI
324,59,66,0.4220112,HTI
325,60,67,-0.1487729,HTI
326,61,87,-0.08946027,HTI
327,62,79,-0.4318307,HTI
328,63,69,-0.256171,HTI
329,64,52,-0.4552993,HTI
330,65,67,-0.6037647,HTI
331,66,63,-0.1569789,HTI
332,67,67,-0.3637662,HTI
333,68,37,-0.3171845,HTI
334,69,57,-0.2824506,HTI
335,70,23,-0.3012997,HTI
336,71,54,-0.2615031,HTI
337,72,54,-0.2424927,HTI
338,73,63,0.1021113,HTI
339,74,60,0.2297607,HTI
340,1,41,1.585375,DOM
341,2,38,1.866273,DOM
342,3,99,1.514585,DOM
343,4,63,1.126315,DOM
344,5,50,1.390227,DOM
345,6,25,0.7228685,DOM
346,7,49,1.093067,DOM
347,8,25,1.568015,DOM
348,9,29,1.349159,DOM
349,10,27,1.452643,DOM
350,11,60,1.424993,DOM
351,12,34,1.733796,DOM
352,13,33,1.864885,DOM
353,14,54,1.92941,DOM
354,15,102,0.615095,DOM
355,16,69,1.235342,DOM
356,17,39,1.17312,DOM
357,18,24,0.9969136,DOM
358,20,38,0.8085694,DOM
359,21,46,0.7459124,DOM
360,22,46,0.7307743,DOM
361,23,43,0.3598483,DOM
362,24,40,0.6174134,DOM
363,25,50,0.8131227,DOM
364,26,113,0.9938738,DOM
365,27,84,0.9702379,DOM
366,28,58,1.06522,DOM
367,29,65,0.8407959,DOM
368,30,61,0.8610891,DOM
369,31,81,0.6161801,DOM
370,32,87,0.6847907,DOM
371,33,98,0.7246259,DOM
372,34,104,0.3086158,DOM
373,35,97,0.6365925,DOM
374,36,132,0.5230754,DOM
375,37,156,0.1157101,DOM
376,38,144,0.255241,DOM
377,39,147,0.193452,DOM
378,40,151,0.1349343,DOM
379,41,142,0.2823146,DOM
380,42,133,0.2390963,DOM
381,43,125,0.2675873,DOM
382,44,106,0.06655486,DOM
383,45,63,-0.02181385,DOM
384,46,43,-0.005318213,DOM
385,47,34,0.3792774,DOM
386,48,59,0.3670128,DOM
387,51,21,-0.02733864,DOM
388,52,45,-0.1079698,DOM
389,53,39,-0.3489704,DOM
390,54,42,-0.3182783,DOM
391,55,66,-0.3166872,DOM
392,56,66,-0.3275238,DOM
393,57,75,-0.3583978,DOM
394,58,76,-0.02333179,DOM
395,59,70,0.03597519,DOM
396,60,72,0.01634147,DOM
397,61,90,0.06004192,DOM
398,62,79,-0.5177299,DOM
399,63,76,-0.4160348,DOM
400,64,67,-0.5423665,DOM
401,65,66,-0.5480163,DOM
402,66,67,-0.5059501,DOM
403,67,69,-0.4695937,DOM
404,68,64,-0.3987,DOM
405,69,80,-0.596541,DOM
406,70,73,-0.6645386,DOM
407,71,78,-0.4622867,DOM
408,72,89,-0.6486008,DOM
409,73,92,-0.2826015,DOM
410,74,91,-0.3206162,DOM
411,17,35,0.4038014,JAM
412,18,31,0.6691438,JAM
413,20,40,0.08814568,JAM
414,21,50,0.1710191,JAM
415,22,55,0.6552658,JAM
416,23,51,0.4602009,JAM
417,24,42,0.636028,JAM
418,25,62,0.5309948,JAM
419,26,120,0.4304766,JAM
420,27,101,0.223873,JAM
421,28,81,0.0256995,JAM
422,29,67,0.1250698,JAM
423,30,68,-0.07965545,JAM
424,31,85,-0.1487707,JAM
425,32,87,-0.161078,JAM
426,33,124,-0.1052089,JAM
427,34,118,-0.1415824,JAM
428,35,97,-0.141094,JAM
429,36,130,0.5731545,JAM
430,37,158,0.08851492,JAM
431,38,146,0.03237223,JAM
432,39,139,0.1261505,JAM
433,40,145,0.2175166,JAM
434,41,148,0.3012694,JAM
435,42,129,0.1836558,JAM
436,43,116,-0.05606633,JAM
437,44,116,-0.003394744,JAM
438,45,86,-0.1351409,JAM
439,46,75,-0.01020618,JAM
440,47,73,-0.1226152,JAM
441,48,64,-0.03174547,JAM
442,49,65,-0.1222995,JAM
443,50,79,-0.07376826,JAM
444,51,74,-0.1497887,JAM
445,52,72,-0.2356804,JAM
446,53,64,-0.2227291,JAM
447,54,66,-0.3518491,JAM
448,55,58,-0.3607114,JAM
449,56,66,-0.4402058,JAM
450,57,73,-0.4577798,JAM
451,58,76,-0.5656909,JAM
452,59,68,-0.5735361,JAM
453,60,75,-0.635633,JAM
454,61,89,-0.4689863,JAM
455,62,79,-0.5301319,JAM
456,63,74,-0.5572927,JAM
457,64,67,-0.4433346,JAM
458,65,66,-0.5551278,JAM
459,66,67,-0.4113821,JAM
460,67,68,-0.5381729,JAM
461,68,64,-0.4843013,JAM
462,69,77,-0.5726827,JAM
463,70,73,-0.4749007,JAM
464,71,78,-0.3543971,JAM
465,72,89,-0.5038294,JAM
466,73,92,-0.4927981,JAM
467,74,90,-0.4807406,JAM
468,17,35,0.3942852,TTO
469,18,27,0.5639458,TTO
470,20,33,0.2321215,TTO
471,21,43,0.8112098,TTO
472,22,50,0.850084,TTO
473,23,50,0.4785153,TTO
474,24,39,0.5379484,TTO
475,25,45,0.3391382,TTO
476,26,98,0.01005505,TTO
477,27,95,-0.1750477,TTO
478,28,75,-0.03740246,TTO
479,29,68,-0.04615956,TTO
480,30,64,-0.06808261,TTO
481,31,87,-0.3224752,TTO
482,32,89,-0.3034213,TTO
483,33,127,-0.006113083,TTO
484,34,121,-0.1399205,TTO
485,35,101,-0.005362274,TTO
486,36,134,-0.220206,TTO
487,37,157,-0.1953289,TTO
488,38,145,-0.1278804,TTO
489,39,147,-0.3020863,TTO
490,40,153,-0.2599312,TTO
491,41,151,-0.1355636,TTO
492,42,142,-0.2562551,TTO
493,43,136,-0.1490369,TTO
494,44,116,-0.2488991,TTO
495,45,86,-0.4850056,TTO
496,46,75,-0.7043764,TTO
497,47,66,-0.5270581,TTO
498,48,61,-0.4842895,TTO
499,49,66,-0.3160914,TTO
500,50,78,-0.2710704,TTO
501,51,71,-0.182119,TTO
502,52,68,-0.2460408,TTO
503,53,59,-0.2395101,TTO
504,54,65,-0.3272819,TTO
505,55,47,-0.2550768,TTO
506,56,62,-0.255512,TTO
507,57,72,-0.4244232,TTO
508,58,73,-0.5668904,TTO
509,59,68,-0.5485175,TTO
510,60,68,-0.533257,TTO
511,61,89,-0.4896819,TTO
512,62,77,-0.5248999,TTO
513,63,69,-0.5378304,TTO
514,64,67,-0.4936562,TTO
515,65,68,-0.6499302,TTO
516,66,60,-0.6592841,TTO
517,67,69,-0.5646618,TTO
518,68,64,-0.4338124,TTO
519,69,78,-0.4701118,TTO
520,70,70,-0.6790282,TTO
521,71,77,-0.5861827,TTO
522,72,84,-0.6566753,TTO
523,73,88,-0.6135155,TTO
524,74,76,-0.4985869,TTO
525,21,2,0.851009,BRB
526,22,46,0.8662145,BRB
527,23,47,0.7275702,BRB
528,24,34,0.3677575,BRB
529,25,56,0.6407138,BRB
530,26,82,0.8410327,BRB
531,27,92,0.6144679,BRB
532,28,82,0.7581162,BRB
533,29,66,0.8638668,BRB
534,30,69,1.061475,BRB
535,31,87,0.3076225,BRB
536,32,83,0.06838169,BRB
537,33,124,-0.1310384,BRB
538,34,117,0.04074768,BRB
539,35,100,-0.03463233,BRB
540,36,133,0.01880623,BRB
541,37,157,0.1077589,BRB
542,38,135,0.1256032,BRB
543,39,148,0.06411996,BRB
544,40,138,0.1304877,BRB
545,41,149,0.2324404,BRB
546,42,142,0.09505592,BRB
547,43,134,-0.007142256,BRB
548,44,116,-0.1059078,BRB
549,45,86,-0.1438393,BRB
550,46,75,-0.2644809,BRB
551,47,74,-0.3244161,BRB
552,48,63,-0.1500953,BRB
553,49,4,-0.1713475,BRB
554,50,75,0.1346116,BRB
555,51,61,0.03757464,BRB
556,52,64,-0.2139817,BRB
557,53,63,-0.1521818,BRB
558,54,60,-0.2424805,BRB
559,55,66,-0.3582671,BRB
560,56,62,-0.4192935,BRB
561,57,69,-0.3293487,BRB
562,58,68,-0.4597344,BRB
563,59,68,-0.4821337,BRB
564,60,75,-0.6255348,BRB
565,61,88,-0.5798251,BRB
566,62,78,-0.6157154,BRB
567,63,75,-0.6058159,BRB
568,64,64,-0.624671,BRB
569,65,66,-0.6033708,BRB
570,66,66,-0.3660458,BRB
571,67,68,-0.402702,BRB
572,68,61,-0.48529,BRB
573,69,78,-0.448099,BRB
574,70,66,-0.4520012,BRB
575,71,76,-0.3536546,BRB
576,72,82,-0.4253488,BRB
577,73,85,-0.3203876,BRB
578,74,85,-0.2690231,BRB
579,37,30,0.2457484,DMA
580,38,53,0.4709252,DMA
581,39,38,0.4300213,DMA
582,40,39,0.5095374,DMA
583,41,22,0.2620862,DMA
584,42,3,0.2917543,DMA
585,43,39,0.6154794,DMA
586,44,108,0.7285074,DMA
587,45,62,0.3328023,DMA
588,46,59,0.2885687,DMA
589,47,61,0.2239355,DMA
590,48,53,0.1656959,DMA
591,49,45,0.0163154,DMA
592,50,50,0.4019751,DMA
593,51,52,-0.1653971,DMA
594,52,43,-0.3702304,DMA
595,53,1,-0.3748339,DMA
596,54,59,-0.412215,DMA
597,55,17,-0.2348055,DMA
598,56,19,-0.3856823,DMA
599,57,36,-0.6554598,DMA
600,58,31,-0.6713446,DMA
601,59,65,-0.5841122,DMA
602,60,66,-0.5603677,DMA
603,61,79,-0.5622571,DMA
604,62,45,-0.5142967,DMA
605,63,68,-0.5640838,DMA
606,64,63,-0.6413572,DMA
607,65,17,-0.5684447,DMA
608,66,26,-0.6756613,DMA
609,67,64,-0.7113037,DMA
610,68,17,-0.3002137,DMA
611,69,25,-0.2625534,DMA
612,70,49,-0.4202103,DMA
613,71,64,-0.450904,DMA
614,72,24,-0.5182163,DMA
615,73,51,-0.6069734,DMA
616,74,9,-0.1964668,DMA
617,29,65,0.5285803,GRD
618,30,63,0.3927622,GRD
619,31,64,0.6270875,GRD
620,32,17,0.1847715,GRD
621,33,19,0.1358747,GRD
622,34,107,-0.2553545,GRD
623,35,88,-1.120969,GRD
624,36,119,-0.8929214,GRD
625,37,139,-1.23831,GRD
626,38,48,-0.9309535,GRD
627,39,21,0.4539042,GRD
628,40,130,1.205691,GRD
629,41,149,0.4160459,GRD
630,42,135,0.3445248,GRD
631,43,84,0.164917,GRD
632,44,102,0.2294234,GRD
633,45,43,-0.01986157,GRD
634,46,43,-0.2857342,GRD
635,47,47,-0.4051645,GRD
636,48,51,-0.2576762,GRD
637,49,62,-0.2070367,GRD
638,50,48,0.2944152,GRD
639,51,67,0.02382234,GRD
640,52,65,-0.3307353,GRD
641,53,52,-0.2139398,GRD
642,54,65,-0.3227202,GRD
643,55,65,-0.377391,GRD
644,56,62,-0.316814,GRD
645,57,71,-0.4661029,GRD
646,58,74,-0.6048109,GRD
647,59,66,0.2220201,GRD
648,60,59,0.03094682,GRD
649,61,80,-0.6386703,GRD
650,62,53,-0.2502077,GRD
651,63,72,-0.4364603,GRD
652,64,58,-0.5148134,GRD
653,65,66,0.754357,GRD
654,66,58,-0.40578,GRD
655,67,68,-0.548209,GRD
656,68,59,-0.2395093,GRD
657,69,72,-0.5227194,GRD
658,70,69,-0.5161371,GRD
659,71,44,-0.445178,GRD
660,72,37,-0.5986,GRD
661,73,71,-0.4198474,GRD
662,74,79,-0.5523812,GRD
663,34,10,0.0151853,LCA
664,35,70,0.04719105,LCA
665,36,112,-0.0540657,LCA
666,37,83,0.04501481,LCA
667,38,128,0.485288,LCA
668,39,94,0.427991,LCA
669,40,133,0.4219029,LCA
670,41,141,0.4746726,LCA
671,42,135,0.1476759,LCA
672,43,124,0.00248655,LCA
673,44,112,0.2214904,LCA
674,45,81,-0.124557,LCA
675,46,74,-0.1313101,LCA
676,47,69,0.09923687,LCA
677,48,61,-0.2229246,LCA
678,49,58,-0.2938332,LCA
679,50,44,-0.2264934,LCA
680,51,70,-0.2500419,LCA
681,52,68,-0.6355764,LCA
682,53,60,-0.5781474,LCA
683,54,64,-0.8089492,LCA
684,55,64,-0.7528353,LCA
685,56,59,-0.775674,LCA
686,57,71,-0.8832002,LCA
687,58,74,-0.7912285,LCA
688,59,68,-0.6041471,LCA
689,60,71,-0.7031379,LCA
690,61,75,-0.8423155,LCA
691,62,77,-0.5143516,LCA
692,63,70,-0.2494661,LCA
693,64,65,-0.2763843,LCA
694,65,65,-0.3829838,LCA
695,66,64,-0.2438142,LCA
696,67,68,-0.6207101,LCA
697,68,62,-0.6618359,LCA
698,69,78,-0.7179493,LCA
699,70,71,-0.7109717,LCA
700,71,74,-0.4192176,LCA
701,72,86,-0.5059775,LCA
702,73,93,-0.5307861,LCA
703,74,89,-0.5060692,LCA
704,36,30,0.1401035,VCT
705,37,19,0.1283134,VCT
706,38,80,0.3282958,VCT
707,39,71,0.1723344,VCT
708,40,130,0.4146183,VCT
709,41,138,0.3928143,VCT
710,42,132,0.1932434,VCT
711,43,131,0.2200074,VCT
712,44,113,0.1665232,VCT
713,45,82,0.1147907,VCT
714,46,70,-0.01364369,VCT
715,47,71,0.1387257,VCT
716,48,62,-0.1194274,VCT
717,49,59,0.00847675,VCT
718,50,13,0.093872,VCT
719,51,32,-0.009518016,VCT
720,52,33,-0.1366302,VCT
721,53,23,-0.430341,VCT
722,54,46,-0.03882724,VCT
723,55,32,-0.3903756,VCT
724,56,2,-0.3970651,VCT
725,57,69,0.1124914,VCT
726,58,66,0.009759692,VCT
727,59,68,-0.2699803,VCT
728,60,71,-0.2843094,VCT
729,61,81,-0.3880019,VCT
730,62,63,-0.4446037,VCT
731,63,67,-0.49802,VCT
732,64,65,-0.6247748,VCT
733,65,66,-0.73553,VCT
734,66,65,-0.794364,VCT
735,67,68,-0.6881814,VCT
736,68,64,-0.6721969,VCT
737,69,77,-0.6691787,VCT
738,70,69,-0.7026529,VCT
739,71,76,-0.5254494,VCT
740,72,82,-0.6839576,VCT
741,73,93,-0.6569596,VCT
742,74,88,-0.6520328,VCT
743,36,74,0.1024701,ATG
744,37,67,0.000849876,ATG
745,38,68,-0.2305387,ATG
746,39,69,-0.2843762,ATG
747,40,144,0.1868343,ATG
748,41,152,0.3595972,ATG
749,42,142,0.108593,ATG
750,43,135,0.1846091,ATG
751,44,114,0.1962595,ATG
752,45,86,-0.05777225,ATG
753,46,48,-0.1369033,ATG
754,47,64,-0.1787148,ATG
755,48,61,-0.1164742,ATG
756,49,64,-0.143539,ATG
757,50,76,0.2657992,ATG
758,51,69,-0.1541222,ATG
759,52,69,-0.310223,ATG
760,53,58,-0.3823566,ATG
761,54,65,-0.4737151,ATG
762,55,62,-0.6207323,ATG
763,56,34,-0.7353673,ATG
764,57,47,-0.4495151,ATG
765,58,74,-0.5386446,ATG
766,59,62,-0.4458223,ATG
767,60,72,-0.5941437,ATG
768,61,91,-0.5787251,ATG
769,62,78,-0.6053744,ATG
770,63,75,-0.5220365,ATG
771,64,57,-0.4858501,ATG
772,65,57,-0.5698028,ATG
773,66,68,-0.5599641,ATG
774,67,67,-0.5667605,ATG
775,68,63,-0.6511031,ATG
776,69,77,-0.6836069,ATG
777,70,59,-0.5599048,ATG
778,71,75,-0.5154441,ATG
779,72,82,-0.4843233,ATG
780,73,78,-0.2288551,ATG
781,74,86,-0.5670338,ATG
782,38,7,0.6471346,KNA
783,39,17,0.5282157,KNA
784,40,49,0.7025336,KNA
785,41,125,0.4596463,KNA
786,42,109,0.1659494,KNA
787,43,112,0.1369372,KNA
788,44,72,0.2013144,KNA
789,45,38,0.1258709,KNA
790,46,54,-0.01610691,KNA
791,47,48,-0.1133318,KNA
792,48,1,-0.112782,KNA
793,49,62,-0.1159184,KNA
794,50,11,-0.1774713,KNA
795,51,54,-0.1294752,KNA
796,52,58,-0.5272485,KNA
797,53,41,-0.5219051,KNA
798,54,20,-0.6682266,KNA
799,55,26,-0.6768018,KNA
800,56,14,-0.5494685,KNA
801,57,13,-0.6498988,KNA
802,58,7,-0.5636826,KNA
803,59,7,-0.6016726,KNA
804,60,9,-0.3542628,KNA
805,61,35,-0.6166904,KNA
806,62,62,-0.5181031,KNA
807,63,13,-0.4039554,KNA
808,64,40,-0.4608658,KNA
809,65,40,-0.6180713,KNA
810,66,44,-0.6675514,KNA
811,67,47,-0.5368818,KNA
812,68,36,-0.5875596,KNA
813,69,52,-0.4806364,KNA
814,70,65,-0.5819376,KNA
815,71,65,-0.2854449,KNA
816,72,86,-0.5064075,KNA
817,73,59,-0.4968926,KNA
818,74,82,-0.476444,KNA
819,1,38,1.075466,MEX
820,2,38,0.6692125,MEX
821,3,92,0.6643116,MEX
822,4,63,0.3932608,MEX
823,5,53,0.2193311,MEX
824,6,25,-0.1564697,MEX
825,7,49,0.1442375,MEX
826,8,25,-0.2056115,MEX
827,9,30,-0.06326523,MEX
828,10,27,0.06552287,MEX
829,11,60,0.5010223,MEX
830,12,34,-0.000944931,MEX
831,13,33,0.2650356,MEX
832,14,54,0.2374651,MEX
833,15,103,0.1223807,MEX
834,16,71,0.5174007,MEX
835,17,46,0.7563303,MEX
836,18,31,0.5781643,MEX
837,20,40,0.733661,MEX
838,21,50,0.8071543,MEX
839,22,57,0.7253094,MEX
840,23,51,0.4952251,MEX
841,24,43,0.6525276,MEX
842,25,66,0.6231449,MEX
843,26,111,0.3949614,MEX
844,27,102,0.05696373,MEX
845,28,89,0.3075114,MEX
846,29,73,0.3652511,MEX
847,30,69,0.03196294,MEX
848,31,86,0.09940774,MEX
849,32,87,0.2994659,MEX
850,33,127,0.3958342,MEX
851,34,122,0.08865702,MEX
852,35,103,-0.1396122,MEX
853,36,134,-0.3045134,MEX
854,37,158,-0.3771498,MEX
855,38,149,-0.3904911,MEX
856,39,151,-0.6500186,MEX
857,40,153,-0.4721685,MEX
858,41,154,-0.3836428,MEX
859,42,144,-0.4825733,MEX
860,43,136,-0.5437224,MEX
861,44,114,-0.373532,MEX
862,45,86,-0.7777366,MEX
863,46,74,-0.7721827,MEX
864,47,74,-0.4675503,MEX
865,48,65,-0.3273066,MEX
866,49,68,-0.6509281,MEX
867,50,80,-0.4435281,MEX
868,51,74,-0.4238879,MEX
