year,Time Code,Country Name,ccode,corruption,regulatory
2021,YR2021,Haiti,HTI,-1.44135892391205,-1.33931851387024
2021,YR2021,Honduras,HND,-1.09101843833923,-0.534852623939514
2021,YR2021,"Hong Kong SAR, China",HKG,1.67969024181366,1.56809985637665
2021,YR2021,Hungary,HUN,0.0125177456066012,0.485284149646759
2021,YR2021,Iceland,ISL,1.760617852211,1.52774238586426
2021,YR2021,India,IND,-0.316493511199951,-0.0908545926213264
2021,YR2021,Indonesia,IDN,-0.449074685573578,0.287561029195786
2021,YR2021,"Iran, Islamic Rep.",IRN,-1.11569344997406,-1.63386595249176
2021,YR2021,Iraq,IRQ,-1.26872527599335,-1.12823390960693
2021,YR2021,Ireland,IRL,1.61967813968658,1.55254113674164
2021,YR2021,Israel,ISR,0.829616546630859,1.20116853713989
2021,YR2021,Italy,ITA,0.517414450645447,0.526738524436951
2021,YR2021,Jamaica,JAM,-0.0529801920056343,0.184438392519951
2021,YR2021,Japan,JPN,1.53605020046234,1.36984014511108
2021,YR2021,"Jersey, Channel Islands",JEY,1.00184488296509,0.923121571540833
2021,YR2021,Jordan,JOR,0.0268349554389715,0.1343132853508
2021,YR2021,Kazakhstan,KAZ,-0.25915989279747,0.077017717063427
2021,YR2021,Kenya,KEN,-0.735883414745331,-0.460586369037628
2021,YR2021,Kiribati,KIR,0.281765639781952,-0.384524792432785
2021,YR2021,"Korea, Dem. People's Rep.",PRK,-1.62223398685455,-2.34278678894043
2021,YR2021,"Korea, Rep.",KOR,0.733705759048462,1.09228515625
2021,YR2021,Kosovo,XKX,-0.34126940369606,-0.288337767124176
2021,YR2021,Kuwait,KWT,-0.0562744364142418,0.160742253065109
2021,YR2021,Kyrgyz Republic,KGZ,-1.14971888065338,-0.625227749347687
2021,YR2021,Lao PDR,LAO,-1.0548460483551,-0.908926069736481
2021,YR2021,Latvia,LVA,0.72086238861084,1.21610343456268
2021,YR2021,Lebanon,LBN,-1.24803817272186,-0.905129551887512
2021,YR2021,Lesotho,LSO,-0.346612542867661,-0.757836818695068
2021,YR2021,Liberia,LBR,-0.939240753650665,-0.963078558444977
2021,YR2021,Libya,LBY,-1.58449482917786,-1.9674654006958
2021,YR2021,Liechtenstein,LIE,1.66537773609161,1.52809131145477
2021,YR2021,Lithuania,LTU,0.824829578399658,1.2701860666275
2021,YR2021,Luxembourg,LUX,1.84118163585663,1.90669333934784
2021,YR2021,"Macao SAR, China",MAC,0.815776765346527,1.77781021595001
2021,YR2021,Madagascar,MDG,-0.952458918094635,-0.836634576320648
2021,YR2021,Malawi,MWI,-0.32319375872612,-0.801559805870056
2021,YR2021,Malaysia,MYS,0.146786317229271,0.714465439319611
2021,YR2021,Maldives,MDV,-0.37996980547905,-0.613875865936279
2021,YR2021,Mali,MLI,-0.888018608093262,-0.634793400764465
2021,YR2021,Malta,MLT,0.293049514293671,0.801096200942993
2021,YR2021,Marshall Islands,MHL,0.416723072528839,-0.64892190694809
2021,YR2021,Martinique,MTQ,0.638071477413177,0.946981251239777
2021,YR2021,Mauritania,MRT,-0.84181272983551,-1.07720506191254
2021,YR2021,Mauritius,MUS,0.442428767681122,1.15921568870544
2021,YR2021,Mexico,MEX,-1.02031004428864,-0.251374453306198
2021,YR2021,"Micronesia, Fed. Sts.",FSM,0.563614368438721,-0.711252927780151
2021,YR2021,Moldova,MDA,-0.46891924738884,0.00338109792210162
